#SEED: 0.5242437086999416
SAT0,-78.39497470883721,28.40005375921831,699.747494677204
SAT1,-74.72150942006488,-145.59616082556255,520.1050753607603
SAT2,76.49070461442332,62.23106707008267,524.3989271146123
SAT3,-74.71868011405667,-169.46993446549686,529.1670149905148
SAT4,59.35393439394363,13.143774925394553,372.0457801091363
SAT5,-68.16745550231394,-70.3675964734769,455.2662198801877
SAT6,-5.781823979157338,-110.0880548469365,460.2728894072875
SAT7,-83.00976044954345,-77.45007174489594,425.18071137527267
SAT8,-43.59647334486514,-99.5188368573118,450.74605439039453
SAT9,-57.14134530652352,-83.60482803648893,430.0670758167264
SAT10,31.958889721055584,157.77672777073786,588.4579117760375
SAT11,8.830609961767067,61.175180009100046,459.4381917875387
SAT12,72.17392319035383,149.5541871106425,302.6738057409976
SAT13,-14.265539167493529,-138.2218252600367,490.7135664371964
SAT14,39.483445781335206,43.21352535185494,679.7746385535745
SAT15,-13.548589418290973,-153.42385135362971,675.8865897001394
SAT16,-31.681745088760216,45.42447897293147,597.6494010180094
SAT17,65.28918077531668,53.02899201286624,451.2721844759033
SAT18,74.46293899511676,152.55096450026218,445.56872742186647
SAT19,-58.772513344112085,37.98684943765531,465.473081100474
ROUTE,82.50416505526468,14.604796299733664,-88.25605111389972,140.1310612595479
